society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
paras dews,flat,sector 106,1.05,7581.0,2,2,2,5.0,New Property,1573.08532906,0,0,0,0,0,0,97,"28.5007° N, 77.0003° E",28.5007,77.0003
awho shanti vihar,flat,sector 95,0.8,8888.0,2,2,3,9.0,New Property,763.53590719,1,0,0,0,0,0,67,"28.4172° N, 76.9081° E",28.4172,76.9081
international city by sobha phase 2,house,sector 109,6.2,25514.0,5,5,2,2.0,Relatively New,2430.0,0,1,0,0,0,0,135,"28.5073° N, 77.0089° E",28.5073,77.0089
puri the aravallis,flat,sector 61,3.87,17200.0,3,4,3+,21.0,Under Construction,2250.0,0,1,0,0,0,0,58,"28.4050° N, 77.0963° E",28.405,77.0963
independent,house,sector 17,0.32,22068.0,2,2,0,3.0,Moderately Old,145.0,0,0,0,0,0,0,0,"28.4791° N, 77.0608° E",28.4791,77.0608
conscient heritage max,flat,sector 102,1.75,9062.0,3,4,3+,16.0,Relatively New,1713.97960041,0,1,0,0,0,0,134,"28.4750° N, 76.9715° E",28.475,76.9715
m3m capital,flat,sector 113,3.25,14142.0,4,4,3+,34.0,Under Construction,2487.5854154500003,1,1,0,0,0,0,115,"28.5287° N, 77.0233° E",28.5287,77.0233
conscient heritage max,flat,sector 102,2.15,10004.0,3,4,3+,18.0,Relatively New,1909.27486553,1,1,0,0,0,1,134,"28.4750° N, 76.9715° E",28.475,76.9715
sbtl caladium,flat,sector 109,1.3,6914.0,3,2,3,16.0,Moderately Old,1668.29125857,0,0,0,0,0,0,134,"28.5073° N, 77.0089° E",28.5073,77.0089
afnhb jalvayu vihar,flat,sector 30,0.69,7272.0,2,2,1,3.0,Old Property,870.98490097,0,0,0,0,0,0,65,"28.4604° N, 77.0579° E",28.4604,77.0579
not applicable,house,sector 4,0.8,6088.0,5,4,3,3.0,Under Construction,146.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
511 sarahah tower,flat,sector 12,0.6,8333.0,2,2,1,0.0,New Property,906.99271411,0,0,0,0,0,2,0,"28.4723° N, 77.0320° E",28.4723,77.032
independent,house,sector 8,0.82,10224.0,4,4,0,2.0,Moderately Old,989.12744257,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
m3m skywalk,flat,sector 74,1.78,12500.0,2,2,3+,12.0,Relatively New,1612.1494072300002,0,0,0,0,0,0,63,"28.4158° N, 77.0118° E",28.4158,77.0118
tata primanti,flat,sector 72,4.25,13076.0,4,4,3+,0.0,Relatively New,2895.6055393700003,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
mapsko mount ville,flat,sector 79,1.2,8053.0,3,3,3+,24.0,Relatively New,1185.02449176365,0,0,0,0,0,1,135,"28.3624° N, 76.9787° E",28.3624,76.9787
ramprastha skyz,flat,sector 37d,1.2,6000.0,3,2,1,9.0,Under Construction,1900.0,0,1,0,0,1,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
indiabulls enigma,flat,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3029.98301537,0,1,0,0,0,0,156,"28.5145° N, 77.0197° E",28.5145,77.0197
independent,house,sector 4,0.85,7522.0,3,3,0,1.0,Moderately Old,1130.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
godrej summit premia towers,flat,sector 104,0.9,7149.0,2,2,0,16.0,Relatively New,1259.0,0,0,0,0,0,0,0,"28.4788° N, 76.9960° E",28.4788,76.996
unitech uniworld gardens,flat,sector 47,2.15,10306.0,3,4,3+,10.0,Moderately Old,1950.0,0,1,0,0,0,0,49,"28.4276° N, 77.0492° E",28.4276,77.0492
pivotal devaan,flat,sector 84,0.3,6666.0,1,1,1,14.0,New Property,636.5490960100001,0,0,0,0,0,1,22,"28.3979° N, 76.9736° E",28.3979,76.9736
mapsko mount ville,flat,sector 79,1.2,8053.0,3,3,3,24.0,Relatively New,1318.90982097,0,0,0,0,0,1,8,"28.3624° N, 76.9787° E",28.3624,76.9787
la vida by tata housing,flat,sector 113,1.85,11716.0,3,2,2,7.0,New Property,1398.64045673,0,0,0,0,0,0,13,"28.5287° N, 77.0233° E",28.5287,77.0233
independent,house,sector 26,16.0,35556.0,5,6,3,2.0,Old Property,4500.0,0,0,0,0,0,0,0,"28.4757° N, 77.1032° E",28.4757,77.1032
rattan garden,house,sector 7,1.3,13499.0,5,3,2,3.0,Old Property,963.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
bptp terra,flat,sector 37d,1.75,7987.0,4,4,3,7.0,Relatively New,2100.0,0,0,0,0,1,1,120,"28.4478° N, 76.9703° E",28.4478,76.9703
smart world orchard,flat,sector 61,2.3,14110.0,3,3,2,2.0,Under Construction,1444.32879857,1,0,0,0,0,0,79,"28.4050° N, 77.0963° E",28.405,77.0963
nagata group housing society,flat,sector 1,0.85,3695.0,3,3,3+,4.0,Relatively New,2044.54819137,0,1,0,0,0,0,5,"28.3663° N, 76.9456° E",28.3663,76.9456
raj villas,house,sector 52,8.0,25543.0,6,5,3+,4.0,Moderately Old,3132.0,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
indiabulls centrum park,flat,sector 103,2.14,7443.0,4,6,3+,7.0,Relatively New,2649.83065419,0,1,0,0,0,0,142,"28.4949° N, 76.9845° E",28.4949,76.9845
mahindra aura,flat,sector 110,1.8,8814.0,3,3,3+,7.0,Relatively New,1850.0,0,1,0,0,0,1,136,"28.5145° N, 77.0197° E",28.5145,77.0197
bestech altura,flat,sector 79,2.55,9532.0,4,5,2,4.0,New Property,2675.0,0,1,0,0,0,0,44,"28.3624° N, 76.9787° E",28.3624,76.9787
vatika gurgaon,flat,sector 83,0.98,8166.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
m3m heights,flat,sector 65,2.65,18492.0,2,2,3,4.0,New Property,1433.0,1,0,0,0,0,0,38,"28.4030° N, 77.0690° E",28.403,77.069
ramson kshitij sec-95 gurugram,flat,sector 95,0.27,2700.0,2,2,0,1.0,New Property,808.32839919,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,house,sector 105,1.2,10122.0,6,2,1,2.0,Old Property,1185.51,0,0,0,0,0,0,9,"28.4952° N, 77.0114° E",28.4952,77.0114
independent,house,sector 43,5.5,2716.0,8,7,3+,3.0,Moderately Old,2850.0,1,1,0,0,1,1,123,"28.4629° N, 77.0772° E",28.4629,77.0772
tulip violet,flat,sector 69,1.43,8886.0,3,3,2,1.0,Relatively New,1325.568471385,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
corona optus,flat,sector 37c,1.43,7185.0,3,3,3+,2.0,Relatively New,1817.70238194,0,1,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
ss the leaf,flat,sector 85,1.3,10483.0,2,2,3+,10.0,Relatively New,1499.69328278,0,0,1,0,0,0,148,"28.4042° N, 76.9513° E",28.4042,76.9513
paras dews,flat,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively New,1535.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
independent,house,sector 12,0.7,4117.0,4,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
vatika gurgaon,flat,sector 83,1.42,8875.0,4,4,3,7.0,Relatively New,2000.0,1,1,0,0,0,0,103,"28.3986° N, 76.9647° E",28.3986,76.9647
vatika the seven lamps,flat,sector 82,1.28,6819.0,3,3,3,3.0,Relatively New,1800.0,1,0,0,0,0,1,165,"28.3935° N, 76.9600° E",28.3935,76.96
independent,house,sector 7,2.0,11111.0,2,2,1,2.0,Relatively New,1800.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
ireo the grand arch,flat,sector 58,4.0,18484.0,3,4,3,5.0,Old Property,2164.0,0,1,0,0,0,1,49,"28.4200° N, 77.1105° E",28.42,77.1105
sbtl caladium,flat,sector 109,1.26,6542.0,3,2,3,8.0,Relatively New,1668.29125857,0,0,0,0,0,0,103,"28.5073° N, 77.0089° E",28.5073,77.0089
shree vardhman victoria,flat,sector 70,1.25,9259.0,2,2,3,3.0,Relatively New,1193.49084337,1,0,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
ansal api sushant estate,flat,sector 52,0.29,11600.0,1,1,0,0.0,Moderately Old,436.2204900100001,0,0,0,0,0,1,49,"28.4379° N, 77.0785° E",28.4379,77.0785
supertech hues,flat,sector 68,1.0,8474.0,2,2,3,23.0,New Property,1367.7485079100002,0,0,0,0,0,0,49,"28.3853° N, 77.0484° E",28.3853,77.0484
signature global grand iva,flat,sector 103,0.5,6250.0,2,2,2,10.0,Relatively New,746.2885985150001,0,0,0,0,0,0,8,"28.4949° N, 76.9845° E",28.4949,76.9845
bestech park view grand spa,flat,sector 81,2.22,8345.0,3,4,3+,15.0,Relatively New,2367.05413377,0,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 4,0.7,6648.0,3,3,0,1.0,Moderately Old,117.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
vipul belmonte,flat,sector 53,6.0,24490.0,3,4,3+,6.0,Moderately Old,2178.92566737,0,1,0,0,1,1,26,"28.4433° N, 77.0948° E",28.4433,77.0948
emaar mgf emerald floors premier,flat,sector 65,2.9,14683.0,4,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,1,152,"28.4030° N, 77.0690° E",28.403,77.069
dlf the ultima,flat,sector 81,3.5,11686.0,4,5,3+,7.0,Relatively New,2528.2941143400003,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
tulip monsella,flat,sector 53,8.25,28004.0,3,4,3,8.0,Under Construction,2617.8920889700003,0,1,0,0,0,2,35,"28.4433° N, 77.0948° E",28.4433,77.0948
experion the heartsong,flat,sector 108,0.9,7014.0,2,3,3,7.0,Relatively New,1133.46890409,0,1,0,0,1,0,72,"28.5134° N, 76.9830° E",28.5134,76.983
pareena mi casa,flat,sector 68,1.7,8504.0,4,4,3,2.0,New Property,1774.89738953,0,0,0,0,0,0,47,"28.3853° N, 77.0484° E",28.3853,77.0484
dlf the arbour,house,sector 63,8.5,21519.0,4,4,3+,27.0,New Property,3950.0,0,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
tulip violet,flat,sector 69,1.38,8966.0,3,3,1,12.0,Relatively New,1361.91061329,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip violet,flat,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,0,54,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf the icon,flat,sector 43,6.0,26087.0,4,4,3+,18.0,Old Property,2489.5887015100006,0,1,0,0,0,1,150,"28.4629° N, 77.0772° E",28.4629,77.0772
tata primanti,flat,sector 72,6.75,19285.0,4,4,3+,0.0,New Property,4000.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
independent,house,sector 105,1.35,3857.0,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
independent,house,sector 56,7.25,29340.0,8,8,3+,0.0,Moderately Old,2471.0,0,0,0,0,0,1,24,"28.4245° N, 77.0991° E",28.4245,77.0991
godrej air,flat,sector 85,1.4,10000.0,2,2,3,23.0,Relatively New,1400.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
raheja vedaanta,flat,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
mapsko paradise,flat,sector 83,0.95,6300.0,3,3,3,1.0,Moderately Old,1528.01139271,0,0,0,0,0,0,0,"28.3986° N, 76.9647° E",28.3986,76.9647
signature andour heights,flat,sector 71,0.39,9846.0,1,1,2,1.0,New Property,275.24475737,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
tarc maceo,flat,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,1172.55480614,0,0,1,0,0,0,78,"28.4014° N, 76.9225° E",28.4014,76.9225
independent,house,sector 23,2.7,18620.0,5,5,2,3.0,Old Property,1450.0,0,0,0,0,0,1,17,"28.5121° N, 77.0478° E",28.5121,77.0478
unitech deerwood chase,house,sector 50,8.45,26153.0,3,3,2,2.0,Old Property,3231.0,1,1,0,0,0,1,102,"28.4178° N, 77.0628° E",28.4178,77.0628
ild greens,flat,sector 37c,0.75,5245.0,2,2,3+,13.0,Relatively New,1430.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
indiabulls centrum park,flat,sector 103,1.15,7765.0,2,2,3,8.0,Relatively New,1250.0,1,0,0,0,0,1,135,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,house,sector 4,1.1,6111.0,8,4,3+,2.0,Old Property,1800.0,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
vatika lifestyle homes,flat,sector 83,1.1,6267.0,3,3,2,8.0,Relatively New,1556.3100285700002,1,0,1,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
ss the leaf,flat,sector 85,2.0,6578.0,4,5,3+,1.0,Relatively New,2503.22330945,0,1,1,0,0,0,106,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,4.0,Relatively New,1462.24579537,0,1,0,0,0,1,83,"28.4750° N, 76.9715° E",28.475,76.9715
the pearl apartmen,flat,sector 15,0.43,5584.0,2,2,1,2.0,Relatively New,957.07486561,0,0,0,0,0,1,28,"28.4621° N, 77.0464° E",28.4621,77.0464
ss the leaf,flat,sector 85,2.7,7754.0,4,4,3+,23.0,New Property,3103.44270225,0,0,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
satya element one,flat,sector 49,0.87,19333.0,1,1,1,2.0,Relatively New,636.5490960100001,0,0,0,0,0,0,22,"28.4121° N, 77.0480° E",28.4121,77.048
vatika gurgaon,flat,sector 83,1.08,6224.0,3,3,2,11.0,Relatively New,1538.39303177,0,0,0,0,1,0,19,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,house,sector 57,7.25,26852.0,9,9,3+,2.0,New Property,2700.0,0,1,0,0,1,1,49,"28.4232° N, 77.0752° E",28.4232,77.0752
raheja vedaanta,flat,sector 108,0.7,4522.0,2,2,3,1.0,Relatively New,1548.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
ardee city,house,sector 52,2.25,16071.0,3,3,3,4.0,New Property,1800.0,0,1,0,0,0,1,22,"28.4379° N, 77.0785° E",28.4379,77.0785
international city by sobha phase 2,house,sector 109,5.65,10463.0,4,4,3+,2.0,New Property,5400.0,0,1,0,0,1,1,44,"28.5073° N, 77.0089° E",28.5073,77.0089
bestech park view city,flat,sector 49,2.7,12505.0,3,4,3+,6.0,Moderately Old,2159.0,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
sare crescent parc,flat,sector 92,0.49,4909.0,2,2,2,2.0,Relatively New,1185.44947645,0,0,0,0,0,0,96,"28.4079° N, 76.9153° E",28.4079,76.9153
raheja vedaanta,flat,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1630.66556529,0,0,0,0,0,0,174,"28.5134° N, 76.9830° E",28.5134,76.983
unitech espace,house,sector 50,11.0,40741.0,4,4,3+,2.0,Moderately Old,2700.0,0,1,0,0,0,1,88,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,house,sector 41,4.25,26235.0,10,9,3+,4.0,Moderately Old,1620.0,1,1,0,0,0,1,36,"28.4557° N, 77.0632° E",28.4557,77.0632
dlf regal gardens,flat,sector 90,1.25,7339.0,3,3,3,28.0,Moderately Old,1509.7258368900002,0,1,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
tulip violet,flat,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,1397.74460689,0,0,0,0,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
puri emerald bay,flat,sector 104,2.6,15160.0,3,4,3+,5.0,Relatively New,2041.276598165,1,1,0,0,0,0,81,"28.4788° N, 76.9960° E",28.4788,76.996
emaar mgf palm hills,flat,sector 77,1.25,8620.0,3,4,3,3.0,Relatively New,1323.9097030950002,1,1,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
valley view estate,flat,gwal pahari,0.38,6089.0,1,1,1,11.0,Moderately Old,543.10385953,0,0,0,0,0,0,42,"28.4484° N, 77.0210° E",28.4484,77.021
project housing board colony,house,sector 28,2.58,17695.0,4,2,2,2.0,Moderately Old,1458.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
parsvnath green ville,flat,sector 48,1.6,8376.0,3,3,3,13.0,Old Property,1700.0,0,0,0,0,1,1,119,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,3.0,Relatively New,1336.1578287487,0,1,0,0,0,0,60,"28.4750° N, 76.9715° E",28.475,76.9715
ireo uptown,flat,sector 66,2.4,13064.0,3,2,3,5.0,Relatively New,1700.0,0,1,0,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
independent,house,sector 39,1.6,17937.0,1,1,2,2.0,Old Property,892.0,0,0,0,0,0,0,40,"28.4434° N, 77.0515° E",28.4434,77.0515
sidhartha ncr one phase,flat,sector 95,0.55,4867.0,2,2,2,14.0,New Property,1317.6663564100002,1,0,0,0,0,0,90,"28.4172° N, 76.9081° E",28.4172,76.9081
beverley park 1,flat,sector 43,8.44,16230.0,4,5,3,9.0,Moderately Old,5000.0,0,1,0,0,0,2,117,"28.4629° N, 77.0772° E",28.4629,77.0772
independent,house,sector 27,4.25,31481.0,5,5,3+,3.0,Relatively New,1350.0,0,1,0,0,0,1,49,"28.4658° N, 77.0917° E",28.4658,77.0917
m3m soulitude,flat,sector 89,1.0,9066.0,2,2,2,2.0,New Property,1290.6219946,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
ss the leaf,flat,sector 85,1.15,10017.0,2,2,3+,18.0,Relatively New,1394.49161396,0,0,1,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
sobha city,flat,sector 108,3.25,15685.0,3,3,3,12.0,Relatively New,2072.0,0,0,0,0,0,0,99,"28.5134° N, 76.9830° E",28.5134,76.983
paras dews,flat,sector 106,0.88,6353.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
ss the coralwood,flat,sector 84,1.1,4857.0,3,3,2,9.0,Relatively New,1551.83077937,0,0,0,0,0,0,75,"28.3979° N, 76.9736° E",28.3979,76.9736
indiabulls centrum park,flat,sector 103,1.32,7787.0,3,3,3+,6.0,Relatively New,1300.0,1,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
suncity heights,flat,sector 54,3.85,16445.0,3,3,3+,8.0,Old Property,2081.27803481,0,1,0,0,0,0,67,"28.4348° N, 77.1089° E",28.4348,77.1089
suncity avenue 76,house,sector 76,0.75,10067.0,2,2,2,11.0,New Property,745.0,0,0,0,0,0,0,40,"28.3935° N, 76.9888° E",28.3935,76.9888
microtek greenburg,flat,sector 86,1.25,8445.0,2,2,3,13.0,Moderately Old,1309.95132257,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
sai kripa floors 5,house,sector 11,0.9,11250.0,5,5,3,3.0,Relatively New,800.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
bestech park view city,flat,sector 48,1.78,10022.0,3,4,2,5.0,Relatively New,1531.53427336,1,0,0,0,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
supertech hues,flat,sector 68,0.8,6779.0,2,2,3+,14.0,New Property,1180.0,0,0,0,0,0,1,26,"28.3853° N, 77.0484° E",28.3853,77.0484
pareena laxmi apartments,flat,sector 99a,0.3,5424.0,2,1,2,5.0,New Property,568.0402387500001,0,0,0,0,0,0,66,"28.4561° N, 76.9542° E",28.4561,76.9542
vatika city,flat,sector 49,1.85,10578.0,3,3,1,7.0,Moderately Old,1471.12,0,0,1,0,0,0,158,"28.4121° N, 77.0480° E",28.4121,77.048
pivotal devaan,flat,sector 84,0.34,5831.0,2,2,1,3.0,Relatively New,588.48948756,0,0,1,0,0,0,75,"28.3979° N, 76.9736° E",28.3979,76.9736
rof ananda,flat,sector 95,0.36,5658.0,2,2,2,10.0,New Property,831.86948686,1,0,0,0,0,0,75,"28.4172° N, 76.9081° E",28.4172,76.9081
greenopolis,flat,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,0,67,"28.4253° N, 76.9439° E",28.4253,76.9439
dlf the ultima,flat,sector 81,2.2,10461.0,3,3,3+,5.0,Relatively New,1570.0,1,1,0,0,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
smart world gems,flat,sector 89,0.9,8159.0,2,2,2,3.0,New Property,972.21593289,1,0,0,0,1,0,95,"28.4253° N, 76.9439° E",28.4253,76.9439
m3m skywalk,flat,sector 74,1.52,13342.0,2,2,3,6.0,Relatively New,1250.0,0,0,1,0,0,0,174,"28.4158° N, 77.0118° E",28.4158,77.0118
independent,house,sector 43,5.25,27132.0,4,4,2,2.0,Old Property,1935.0,1,1,0,0,0,1,80,"28.4629° N, 77.0772° E",28.4629,77.0772
independent,house,sector 13,0.62,3588.0,6,6,0,3.0,Old Property,192.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
karmyogi apartment,flat,sector 10a,2.3,6467.0,6,4,2,6.0,Moderately Old,3747.65234719,0,0,0,0,0,0,0,"28.4469° N, 77.0106° E",28.4469,77.0106
godrej habitat,flat,sector 3,1.2,8310.0,2,2,3,0.0,Under Construction,1277.7007283300002,0,0,0,0,0,0,60,"28.4909° N, 77.0176° E",28.4909,77.0176
independent,house,sector 28,9.0,27778.0,6,7,3+,3.0,Moderately Old,3240.0,1,1,1,0,0,0,67,"28.4728° N, 77.0865° E",28.4728,77.0865
orris carnation residency,flat,sector 85,0.88,5952.0,3,3,1,1.0,Relatively New,1314.43057177,0,0,0,0,0,0,65,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,house,sector 7,1.55,13889.0,2,2,2,1.0,Moderately Old,1080.0,0,0,0,0,0,1,52,"28.4644° N, 77.0143° E",28.4644,77.0143
emaar gurgaon greens,flat,sector 102,1.35,8181.0,3,3,3,5.0,Relatively New,1336.1578287487,0,1,0,0,0,0,119,"28.4750° N, 76.9715° E",28.475,76.9715
m3m latitude,flat,sector 65,4.6,26791.0,3,3,3,7.0,New Property,1717.0,1,1,1,0,0,0,115,"28.4030° N, 77.0690° E",28.403,77.069
ild greens,flat,sector 37c,0.95,5066.0,3,3,3+,0.0,New Property,1663.8120093700002,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
spaze privvy the address,flat,sector 93,1.25,6900.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,1,96,"28.4153° N, 76.9326° E",28.4153,76.9326
la vida by tata housing,flat,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1350.0,1,0,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
smart world orchard,flat,sector 61,2.2,13500.0,3,3,2,1.0,Under Construction,1788.43858051,0,0,0,0,0,0,49,"28.4050° N, 77.0963° E",28.405,77.0963
signature andour heights,flat,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,611.12885665,0,0,0,0,0,0,59,"28.4104° N, 77.0281° E",28.4104,77.0281
antriksh heights,flat,sector 84,0.92,5041.0,3,3,3,2.0,Relatively New,1619.01951737,1,0,0,0,0,0,67,"28.3979° N, 76.9736° E",28.3979,76.9736
ss the leaf,flat,sector 85,1.99,8659.0,3,4,3+,17.0,Relatively New,2398.0,0,1,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
signature global solera,flat,sector 107,0.5,7751.0,3,2,2,6.0,Relatively New,831.86948686,0,0,0,0,1,0,15,"28.5052° N, 76.9729° E",28.5052,76.9729
m3m golfestate,flat,sector 65,5.5,16959.0,3,4,3,3.0,Relatively New,2803.0,0,1,0,0,0,0,49,"28.4030° N, 77.0690° E",28.403,77.069
antriksh heights,flat,sector 84,0.69,5111.0,2,2,3+,8.0,Relatively New,1193.49084337,1,0,0,0,0,0,59,"28.3979° N, 76.9736° E",28.3979,76.9736
shapoorji pallonji joyville gurugram,flat,sector 102,2.12,11447.0,3,3,3,9.0,New Property,1575.59299758,0,0,0,0,0,0,109,"28.4750° N, 76.9715° E",28.475,76.9715
vatika lifestyle homes,flat,sector 83,1.15,6552.0,3,2,3,15.0,Relatively New,1556.3100285700002,0,0,0,0,0,0,37,"28.3986° N, 76.9647° E",28.3986,76.9647
ats triumph,flat,sector 104,2.65,8412.0,4,4,3+,10.0,Relatively New,2806.02055537,0,1,0,0,0,0,174,"28.4788° N, 76.9960° E",28.4788,76.996
bestech park view ananda,flat,sector 81,0.87,7951.0,2,2,3,8.0,Relatively New,1300.0,0,0,0,0,0,0,95,"28.3867° N, 76.9485° E",28.3867,76.9485
supertech araville,flat,sector 79,0.78,6024.0,2,2,3+,0.0,New Property,1144.21910217,0,0,0,0,1,0,74,"28.3624° N, 76.9787° E",28.3624,76.9787
m3m merlin,flat,sector 67,3.4,14418.0,3,4,3+,16.0,Relatively New,2096.50748209,0,1,0,0,0,1,158,"28.3859° N, 77.0608° E",28.3859,77.0608
international city by sobha phase 2,house,sector 109,7.0,11240.0,5,5,3+,2.0,Relatively New,6228.0,0,1,0,0,0,0,129,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,house,sector 45,17.0,37778.0,5,8,3+,3.0,Relatively New,4500.0,1,1,1,0,0,2,152,"28.4466° N, 77.0660° E",28.4466,77.066
international city by sobha phase 1,house,sector 109,6.0,24691.0,4,4,3+,2.0,Relatively New,2430.0,1,1,1,0,0,0,160,"28.5073° N, 77.0089° E",28.5073,77.0089
vatika city,flat,sector 49,2.64,11725.0,3,4,3+,2.0,Moderately Old,2252.0,0,1,0,0,0,1,140,"28.4121° N, 77.0480° E",28.4121,77.048
supertech new soft launch,flat,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
independent,house,sector 57,6.25,2778.0,9,9,3+,3.0,New Property,2660.0,0,1,0,0,0,1,61,"28.4232° N, 77.0752° E",28.4232,77.0752
bestech park view residency,flat,sector 2,0.55,8461.0,1,1,2,7.0,Moderately Old,566.39595537,0,0,0,0,0,0,31,"28.5095° N, 77.0320° E",28.5095,77.032
sare crescent parc,flat,sector 92,0.5,5000.0,2,2,2,2.0,Relatively New,879.94339937,0,0,0,0,1,0,72,"28.4079° N, 76.9153° E",28.4079,76.9153
dlf new town heights,flat,sector 86,1.3,6735.0,3,3,3,12.0,Moderately Old,1713.08375057,0,1,0,0,0,0,106,"28.3986° N, 76.9384° E",28.3986,76.9384
ramprastha the edge towers,flat,sector 37d,0.98,5536.0,3,3,3+,5.0,Relatively New,1675.0,0,0,0,0,0,0,174,"28.4478° N, 76.9703° E",28.4478,76.9703
