society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
bestech park view sanskruti,flat,sector 92,1.5,7812.0,3,3,3,3.0,Relatively New,1704.12525217,0,0,0,0,1,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
sare green parc phase 3,flat,sector 92,1.08,5150.0,4,4,2,16.0,New Property,1856.41972497,0,1,0,0,0,0,107,"28.4079° N, 76.9153° E",28.4079,76.9153
bptp terra,flat,sector 37d,1.72,7850.0,3,3,3+,10.0,Relatively New,1946.90055881,0,1,0,0,0,0,31,"28.4478° N, 76.9703° E",28.4478,76.9703
independent,house,sector 3,0.55,7333.0,1,1,0,1.0,Moderately Old,750.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
bestech park view sanskruti,flat,sector 92,1.6,8020.0,3,4,3+,10.0,Relatively New,1615.0,0,1,0,0,1,1,174,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,house,sector 110,0.34,6800.0,1,1,0,1.0,Old Property,500.0,0,0,0,0,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
godrej,flat,sector 79,1.41,9000.0,2,2,3,3.0,New Property,1760.3925756700005,1,0,0,0,0,0,104,"28.3624° N, 76.9787° E",28.3624,76.9787
conscient heritage max,flat,sector 102,2.5,11633.0,3,4,3+,25.0,New Property,1909.27486553,1,1,0,0,0,1,56,"28.4750° N, 76.9715° E",28.475,76.9715
independent,house,sector 22,4.75,20068.0,7,5,3+,3.0,Old Property,2367.0,0,0,0,0,1,1,49,"28.5072° N, 77.0640° E",28.5072,77.064
parsvnath exotica,flat,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2500.0,0,1,0,0,1,1,49,"28.4433° N, 77.0948° E",28.4433,77.0948
indiabulls enigma,flat,sector 110,4.49,11572.0,5,5,3+,4.0,Relatively New,3459.9909385700003,0,1,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
ambience creacions,flat,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,2,112,"28.5072° N, 77.0640° E",28.5072,77.064
emaar palm gardens,flat,sector 83,1.3,11868.0,3,3,3,16.0,Relatively New,1403.9323137195,0,1,0,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
pivotal riddhi siddhi,flat,sector 99,0.5,8517.0,2,1,2,7.0,New Property,773.7741911200001,0,0,0,0,0,0,24,"28.4640° N, 76.9614° E",28.464,76.9614
uphaar residency 2,flat,sector 105,0.42,5600.0,3,2,1,0.0,Moderately Old,937.04200501,0,0,0,0,1,0,7,"28.4952° N, 77.0114° E",28.4952,77.0114
emaar mgf emerald floors premier,flat,sector 65,2.5,15151.0,3,3,3,3.0,Relatively New,1462.24579537,1,1,0,0,0,0,15,"28.4030° N, 77.0690° E",28.403,77.069
signature global grand iva,flat,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
dlf alameda,house,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,0,0,2,87,"28.4072° N, 77.0118° E",28.4072,77.0118
ats triumph,flat,sector 104,1.75,7641.0,3,4,3+,11.0,Relatively New,2035.58969297,0,1,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
supertech araville,flat,sector 79,1.0,6535.0,2,2,3,4.0,Relatively New,1718.3235684100002,1,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
ireo victory valley,flat,sector 67,4.5,14097.0,4,4,3+,0.0,Relatively New,3160.0,0,1,0,0,0,1,42,"28.3859° N, 77.0608° E",28.3859,77.0608
dlf city phase 1,house,sector 26,3.25,3681.0,3,3,3,2.0,Old Property,8829.0,1,0,0,0,0,0,79,"28.4757° N, 77.1032° E",28.4757,77.1032
m3m merlin,flat,sector 67,3.0,14655.0,3,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
ireo the corridors,flat,sector 67a,2.0,11580.0,3,3,2,6.0,Under Construction,1367.8534635350002,0,0,0,0,1,0,15,"28.3960° N, 77.0372° E",28.396,77.0372
emaar mgf emerald floors premier,flat,sector 65,2.25,13636.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
ansal heights 86,flat,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1202.44934177,0,0,0,0,0,0,67,"28.3986° N, 76.9384° E",28.3986,76.9384
uphaar homes,flat,sector 105,0.45,4736.0,3,2,1,1.0,Relatively New,1137.3706110100002,0,0,0,0,0,1,44,"28.4952° N, 77.0114° E",28.4952,77.0114
emaar mgf palm hills,flat,sector 77,1.9,9500.0,3,4,3+,6.0,New Property,1590.81711585545,0,1,0,0,0,1,42,"28.3801° N, 76.9845° E",28.3801,76.9845
supertech araville,flat,sector 79,1.35,9000.0,2,2,3,6.0,New Property,1350.0,1,0,0,0,1,1,88,"28.3624° N, 76.9787° E",28.3624,76.9787
tulip lemon,flat,sector 69,0.62,12863.0,2,2,1,4.0,Relatively New,668.60167297,0,0,0,0,0,1,108,"28.3966° N, 77.0341° E",28.3966,77.0341
emaar mgf emerald floors premier,flat,sector 65,2.24,13575.0,3,3,3,2.0,Relatively New,1838.52073201,1,1,0,0,0,0,46,"28.4030° N, 77.0690° E",28.403,77.069
experion windchants,flat,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively New,3655.35,0,1,0,0,0,1,174,"28.5189° N, 77.0183° E",28.5189,77.0183
independent,house,sector 25,7.3,1560.0,9,9,2,3.0,Relatively New,5800.0,0,1,1,0,0,1,109,"28.4844° N, 77.0860° E",28.4844,77.086
mian wali,house,sector 12,1.7,9444.0,1,1,1,1.0,Old Property,1800.0,0,1,0,0,0,0,7,"28.4723° N, 77.0320° E",28.4723,77.032
pioneer araya,flat,sector 62,9.2,19943.0,4,6,3,5.0,Relatively New,3755.360614445,0,1,0,0,0,1,156,"28.4139° N, 77.0886° E",28.4139,77.0886
godrej air,flat,sector 85,1.3,14541.0,2,2,3,30.0,Under Construction,1159.78096835,0,0,0,0,0,0,111,"28.4042° N, 76.9513° E",28.4042,76.9513
tulip violet,flat,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1397.74460689,0,0,0,0,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
pareena mi casa,flat,sector 68,1.7,8500.0,4,4,3+,23.0,New Property,1774.89738953,0,0,0,0,0,0,88,"28.3853° N, 77.0484° E",28.3853,77.0484
ireo victory valley,flat,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,2490.0,0,1,0,0,0,1,149,"28.3859° N, 77.0608° E",28.3859,77.0608
godrej,flat,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,1223.05388809,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,house,sector 57,8.31,24171.0,5,6,3+,4.0,Old Property,3438.0,1,1,1,0,0,0,34,"28.4232° N, 77.0752° E",28.4232,77.0752
signature global solera,flat,sector 107,0.5,7751.0,3,2,2,6.0,Relatively New,831.86948686,0,0,0,0,1,0,49,"28.5052° N, 76.9729° E",28.5052,76.9729
sobha city,flat,sector 108,2.1,13975.0,2,2,2,3.0,Under Construction,1221.26218841,0,0,0,0,0,0,74,"28.5134° N, 76.9830° E",28.5134,76.983
independent,house,sector 4,3.3,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,0,0,0,34,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,house,sector 12,0.38,4222.0,3,3,3,3.0,Relatively New,900.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
the close north,flat,sector 50,2.97,11401.0,3,3,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,9.0,Relatively New,1425.0135819400002,0,1,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
international city by sobha phase 2,house,sector 109,9.5,26389.0,5,5,3+,2.0,Relatively New,3600.0,1,1,1,0,0,0,133,"28.5073° N, 77.0089° E",28.5073,77.0089
not applicable,house,sector 4,0.75,11718.0,5,4,3,2.0,Moderately Old,640.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
the laburnum,house,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,0,1,0,0,0,1,160,"28.4629° N, 77.0772° E",28.4629,77.0772
indiabulls enigma,flat,sector 110,4.25,10953.0,5,5,3+,4.0,Relatively New,3459.9909385700003,0,1,0,0,0,0,101,"28.5145° N, 77.0197° E",28.5145,77.0197
signature global solera,flat,sector 107,0.29,5930.0,2,2,2,3.0,Relatively New,675.61317418,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
dlf city plots phase 2,house,sector 25,6.5,36111.0,5,5,3+,3.0,Old Property,1800.0,1,1,1,0,0,1,134,"28.4844° N, 77.0860° E",28.4844,77.086
vatika gurgaon,flat,sector 83,1.19,7437.0,3,3,2,10.0,Relatively New,1788.43858051,0,1,0,0,0,1,35,"28.3986° N, 76.9647° E",28.3986,76.9647
ild greens,flat,sector 37c,0.78,5714.0,2,2,3,1.0,Moderately Old,1068.1,0,0,0,0,0,1,103,"28.4515° N, 76.9882° E",28.4515,76.9882
not applicable,flat,sector 4,0.42,5600.0,2,2,1,3.0,Relatively New,937.04200501,0,0,0,0,0,1,26,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,house,sector 28,4.5,13889.0,4,4,0,4.0,Moderately Old,3240.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
ss the leaf,flat,sector 85,2.0,8305.0,3,4,3,6.0,Relatively New,2300.0,0,1,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
tulip ivory,flat,sector 70,2.1,8750.0,4,5,3+,5.0,Moderately Old,2086.49125669,0,1,0,0,0,1,120,"28.3968° N, 77.0233° E",28.3968,77.0233
raheja vedaanta,flat,sector 108,0.65,4761.0,2,2,2,5.0,Relatively New,1206.9285909700002,0,0,0,0,0,1,174,"28.5134° N, 76.9830° E",28.5134,76.983
independent,house,sector 14,4.15,18444.0,5,4,2,2.0,Old Property,2250.0,0,0,0,0,0,1,51,"28.4711° N, 77.0454° E",28.4711,77.0454
tulip violet,flat,sector 69,1.68,10071.0,3,3,2,0.0,Relatively New,1478.37109249,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
ats tourmaline,flat,sector 109,1.75,8139.0,3,4,3+,9.0,Relatively New,1910.17071537,0,1,0,0,0,0,94,"28.5073° N, 77.0089° E",28.5073,77.0089
experion windchants,flat,sector 112,4.25,11294.0,3,5,2,15.0,Relatively New,3000.0,0,1,0,0,0,0,72,"28.5189° N, 77.0183° E",28.5189,77.0183
m3m woodshire,flat,sector 107,0.9,6590.0,2,2,3+,10.0,Relatively New,1207.8244408100002,0,0,0,0,1,1,49,"28.5052° N, 76.9729° E",28.5052,76.9729
dlf the ultima,flat,sector 81,2.26,10761.0,3,4,3+,17.0,New Property,1865.37822337,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 43,8.5,31481.0,5,5,3,3.0,Moderately Old,2700.0,0,1,0,0,0,1,113,"28.4629° N, 77.0772° E",28.4629,77.0772
unitech uniworld resorts,house,sector 33,8.5,17820.0,5,5,3+,3.0,New Property,4770.0,1,1,1,0,0,1,145,"28.4420° N, 77.0207° E",28.442,77.0207
park royal apartment,flat,sector 56,1.85,9024.0,3,4,3,7.0,Old Property,2239.17794401,0,1,0,0,0,0,72,"28.4245° N, 77.0991° E",28.4245,77.0991
paras dews,flat,sector 106,1.35,8940.0,4,3,3,19.0,Old Property,1698.2907078100002,0,1,0,0,0,0,112,"28.5007° N, 77.0003° E",28.5007,77.0003
experion the heartsong,flat,sector 108,2.08,9904.0,4,4,3+,3.0,Relatively New,2631.0,0,1,0,0,0,0,126,"28.5134° N, 76.9830° E",28.5134,76.983
imt view society,flat,manesar,0.95,3653.0,3,4,3,6.0,Moderately Old,2201.11731644,0,1,0,0,0,0,81,"28.3515° N, 76.9428° E",28.3515,76.9428
vatika city homes,flat,sector 83,1.05,8571.0,3,3,3,8.0,Moderately Old,1477.847362615,0,0,0,0,0,1,103,"28.3986° N, 76.9647° E",28.3986,76.9647
dlf the ultima,flat,sector 81,2.2,11190.0,3,4,3+,7.0,Relatively New,1865.37822337,0,1,0,0,0,2,104,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 7,1.95,13542.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
ats tourmaline,flat,sector 109,1.75,10000.0,3,3,3,4.0,New Property,1466.0,0,0,0,0,0,0,31,"28.5073° N, 77.0089° E",28.5073,77.0089
bptp terra,flat,sector 37d,1.77,8078.0,4,3,3,15.0,Relatively New,1997.88316356,1,1,0,0,1,0,49,"28.4478° N, 76.9703° E",28.4478,76.9703
sunischit apartments,flat,sector 54,1.75,7954.0,3,3,3+,6.0,Moderately Old,2100.0,0,1,0,0,0,1,126,"28.4348° N, 77.1089° E",28.4348,77.1089
rof ananda,flat,sector 95,0.55,8527.0,3,2,2,14.0,New Property,855.906443115,1,0,0,0,0,1,81,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,house,sector 104,0.45,12162.0,4,4,2,4.0,Moderately Old,1688.27427751,0,0,0,0,0,1,7,"28.4788° N, 76.9960° E",28.4788,76.996
city heights,flat,sector 39,1.75,8750.0,3,4,3,3.0,Old Property,2189.09579251,0,1,0,0,0,2,42,"28.4434° N, 77.0515° E",28.4434,77.0515
tata primanti,flat,sector 72,3.19,12152.0,4,5,3+,20.0,Relatively New,2335.69938937,0,1,0,0,0,1,159,"28.4225° N, 77.0211° E",28.4225,77.0211
umang winter hills,flat,sector 77,0.75,5588.0,2,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,1,102,"28.3801° N, 76.9845° E",28.3801,76.9845
godrej frontier,flat,sector 80,1.4,6189.0,3,4,2,10.0,Moderately Old,1854.0,0,0,1,0,0,0,111,"28.3659° N, 76.9557° E",28.3659,76.9557
shapoorji pallonji joyville gurugram,flat,sector 102,1.76,10224.0,3,3,3,1.0,Relatively New,1499.8714886500002,0,0,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
vatika sovereign next sector-82 a gurgaon,flat,sector 82a,2.91,6700.0,4,4,3,6.0,Under Construction,3776.28392014,1,1,1,0,0,1,79,"28.3858° N, 76.9686° E",28.3858,76.9686
dlf the skycourt,flat,sector 86,2.2,11500.0,3,3,1,7.0,Relatively New,1713.08375057,0,0,0,0,0,2,77,"28.3986° N, 76.9384° E",28.3986,76.9384
dlf regal gardens,flat,sector 90,1.13,6647.0,3,3,3+,8.0,Relatively New,1533.9137825700002,0,0,0,0,1,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
dlf new town heights,flat,sector 90,1.54,6514.0,4,4,3+,12.0,Moderately Old,2200.0,0,1,0,0,0,1,111,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,house,sector 1,4.75,10556.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
godrej oasis,flat,sector 88a,1.3,7258.0,3,3,3+,4.0,Relatively New,1979.75239924,0,0,0,0,0,0,79,"28.4347° N, 76.9557° E",28.4347,76.9557
awho shanti vihar,flat,sector 95,0.82,9879.0,2,2,3+,13.0,New Property,1127.72839139,1,0,0,0,0,0,114,"28.4172° N, 76.9081° E",28.4172,76.9081
bestech park view residency,flat,sector 2,0.98,6932.0,2,2,3,11.0,Moderately Old,1251.72108297,0,0,0,0,0,0,83,"28.5095° N, 77.0320° E",28.5095,77.032
vatika gurgaon,flat,sector 83,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,1,111,"28.3986° N, 76.9647° E",28.3986,76.9647
indiabulls enigma,flat,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3029.98301537,0,1,1,0,0,0,90,"28.5145° N, 77.0197° E",28.5145,77.0197
kendriya vihar,flat,sector 56,0.55,9016.0,1,2,1,0.0,Old Property,796.81198081,0,0,0,0,0,0,68,"28.4245° N, 77.0991° E",28.4245,77.0991
tulip purple,flat,sector 69,2.6,10833.0,4,4,3+,4.0,Moderately Old,2134.13317537,0,1,0,0,0,0,37,"28.3966° N, 77.0341° E",28.3966,77.0341
chd avenue,flat,sector 71,1.32,6019.0,4,4,3,14.0,Moderately Old,1948.69225849,0,1,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
orris carnation residency,flat,sector 85,0.9,4531.0,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,1,40,"28.4042° N, 76.9513° E",28.4042,76.9513
dlf new town heights,flat,sector 86,1.4,5942.0,4,4,3+,20.0,Relatively New,2094.71578241,0,1,0,0,0,0,65,"28.3986° N, 76.9384° E",28.3986,76.9384
m3m heights,flat,sector 65,1.9,13991.0,2,2,2,40.0,Relatively New,1358.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
independent,house,sector 24,5.25,38889.0,4,4,3+,2.0,Relatively New,1350.0,0,1,0,0,0,1,72,"28.4939° N, 77.1038° E",28.4939,77.1038
m3m capital,flat,sector 113,2.51,14800.0,3,3,3+,2.0,Under Construction,1696.0,1,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
m3m sierra 68,flat,sector 68,1.1,8986.0,2,2,3,1.0,Relatively New,1150.0,0,0,0,0,0,1,127,"28.3853° N, 77.0484° E",28.3853,77.0484
bestech park view residency,flat,sector 2,1.4,7865.0,3,3,3+,8.0,Moderately Old,1578.70627457,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
bhim garh kheri,house,sector 3,0.75,6410.0,4,2,2,2.0,Old Property,1170.0,0,0,0,0,0,0,16,"28.4909° N, 77.0176° E",28.4909,77.0176
la vida by tata housing,flat,sector 113,2.48,14090.0,3,3,3+,8.0,New Property,1980.0,0,1,0,0,0,0,79,"28.5287° N, 77.0233° E",28.5287,77.0233
independent,house,sector 2,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,0,27,"28.5095° N, 77.0320° E",28.5095,77.032
corona optus,flat,sector 37c,1.44,7250.0,3,3,3+,8.0,New Property,2179.07936221,0,1,0,0,0,0,37,"28.4515° N, 76.9882° E",28.4515,76.9882
signature global the millennia 3,flat,sector 37d,0.45,7627.0,2,3,2,8.0,Under Construction,776.7791202100001,0,0,0,0,0,0,8,"28.4478° N, 76.9703° E",28.4478,76.9703
independent,house,sector 47,5.15,26615.0,9,9,3+,3.0,Relatively New,1935.0,0,0,1,0,0,1,75,"28.4276° N, 77.0492° E",28.4276,77.0492
emaar palm gardens,flat,sector 83,1.4,9675.0,3,3,3,11.0,Relatively New,1580.071240545,0,1,0,0,0,2,58,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,house,sector 15,1.07,11888.0,2,2,1,1.0,Old Property,900.0,0,1,0,0,0,0,7,"28.4621° N, 77.0464° E",28.4621,77.0464
dlf the icon,flat,sector 43,5.25,20388.0,4,4,3,9.0,Old Property,2570.0,0,1,0,0,1,0,135,"28.4629° N, 77.0772° E",28.4629,77.0772
m3m soulitude,flat,sector 89,1.42,9978.0,3,3,2,3.0,New Property,1611.1477642000002,0,0,0,0,0,0,15,"28.4253° N, 76.9439° E",28.4253,76.9439
malibu towne,house,sector 47,1.15,4646.0,3,3,3,2.0,Old Property,275.0,0,0,0,0,0,1,33,"28.4276° N, 77.0492° E",28.4276,77.0492
signature global city 37d ph 2,flat,sector 37d,1.1,8148.0,3,3,1,2.0,Under Construction,1538.0278230100002,0,0,0,0,0,0,30,"28.4478° N, 76.9703° E",28.4478,76.9703
godrej habitat,flat,sector 3,1.3,9002.0,2,2,2,6.0,Under Construction,1632.1822678300002,0,0,0,0,0,0,36,"28.4909° N, 77.0176° E",28.4909,77.0176
godrej air,flat,sector 85,1.05,10603.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,0,45,"28.4042° N, 76.9513° E",28.4042,76.9513
ambience creacions,flat,sector 22,1.99,15546.0,2,2,2,9.0,New Property,1285.0,0,0,0,0,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
shree vardhman victoria,flat,sector 70,1.65,8461.0,3,3,2,6.0,Relatively New,2139.0136410100004,1,0,0,0,0,0,72,"28.3968° N, 77.0233° E",28.3968,77.0233
emaar mgf emerald floors premier,flat,sector 65,2.9,14683.0,4,4,0,0.0,Relatively New,2164.05471676,0,0,1,0,0,0,50,"28.4030° N, 77.0690° E",28.403,77.069
m3m woodshire,flat,sector 107,1.4,5929.0,3,4,3+,6.0,Relatively New,2099.19503161,0,1,0,0,0,0,117,"28.5052° N, 76.9729° E",28.5052,76.9729
experion windchants,flat,sector 112,2.5,13888.0,2,2,3,10.0,Relatively New,1939.03,1,0,0,0,0,1,174,"28.5189° N, 77.0183° E",28.5189,77.0183
international city by sobha phase 2,house,sector 109,6.25,10035.0,5,7,3+,3.0,Relatively New,6228.0,1,1,1,0,0,0,147,"28.5073° N, 77.0089° E",28.5073,77.0089
ambience creacions,flat,sector 22,1.75,12700.0,2,2,2,11.0,Under Construction,1220.3663385700002,0,0,0,0,0,0,57,"28.5072° N, 77.0640° E",28.5072,77.064
tulip ivory,flat,sector 70,2.0,8333.0,4,5,3+,6.0,Moderately Old,2086.49125669,0,1,0,0,0,1,95,"28.3968° N, 77.0233° E",28.3968,77.0233
raheja vedaanta,flat,sector 108,1.25,5681.0,3,2,0,0.0,Relatively New,1954.96320737,0,0,0,0,0,1,65,"28.5134° N, 76.9830° E",28.5134,76.983
emaar gurgaon greens,flat,sector 102,1.55,9393.0,3,4,3,7.0,Relatively New,1336.1578287487,0,1,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
m3m merlin,flat,sector 67,2.78,13580.0,3,3,3+,4.0,Relatively New,2047.0,0,0,0,0,0,1,157,"28.3859° N, 77.0608° E",28.3859,77.0608
tarc maceo,flat,sector 91,0.95,5954.0,2,2,2,10.0,Relatively New,1157.65684977,0,0,0,0,0,0,77,"28.4014° N, 76.9225° E",28.4014,76.9225
the lions cghs,flat,sector 56,2.09,8708.0,4,4,3+,7.0,Relatively New,2300.0,0,0,0,0,1,1,125,"28.4245° N, 77.0991° E",28.4245,77.0991
signature global city,flat,sector 37d,1.25,6082.0,3,3,3,4.0,Under Construction,2244.18615916,0,0,0,0,0,0,16,"28.4478° N, 76.9703° E",28.4478,76.9703
umang winter hills,flat,sector 77,0.71,5305.0,2,2,2,6.0,Relatively New,1091.7323157300002,1,0,0,0,0,0,108,"28.3801° N, 76.9845° E",28.3801,76.9845
shree vardhman flora,flat,sector 90,0.86,6254.0,3,4,3,0.0,Relatively New,1525.0,0,1,0,0,0,1,84,"28.4085° N, 76.9369° E",28.4085,76.9369
m3m golf hills phase 1,flat,sector 79,1.7,10828.0,3,2,3,10.0,Relatively New,1570.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
ss hibiscus,house,sector 50,12.25,20940.0,5,7,3+,1.0,Relatively New,5850.0,1,1,0,0,1,1,160,"28.4178° N, 77.0628° E",28.4178,77.0628
unitech uniworld resorts,house,sector 33,9.5,19333.0,6,6,3+,3.0,Moderately Old,4914.0,0,0,0,0,0,1,40,"28.4420° N, 77.0207° E",28.442,77.0207
puri diplomatic greens,flat,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2626.85058737,0,1,0,0,0,0,94,"28.5238° N, 77.0320° E",28.5238,77.032
umang winter hills,flat,sector 77,1.35,7780.0,3,3,3+,7.0,New Property,1462.5863786250002,0,0,1,0,0,1,96,"28.3801° N, 76.9845° E",28.3801,76.9845
la vida by tata housing,flat,sector 113,2.33,12533.0,3,3,3,3.0,New Property,2098.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
godrej aria,flat,sector 79,0.96,13296.0,2,2,3,8.0,Relatively New,1051.69134669,0,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
godrej summit,flat,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,2890.2459135100007,1,1,1,0,0,0,112,"28.4788° N, 76.9960° E",28.4788,76.996
tata primanti,flat,sector 72,3.3,15384.0,3,3,3+,10.0,Relatively New,2000.0,0,1,0,0,0,1,165,"28.4225° N, 77.0211° E",28.4225,77.0211
the close north,flat,sector 50,2.5,11944.0,3,3,3,11.0,Relatively New,1859.10727449,0,0,0,0,0,1,127,"28.4178° N, 77.0628° E",28.4178,77.0628
alpha corp gurgaonone,flat,sector 84,1.15,7496.0,2,2,3,14.0,Relatively New,1403.1035821200005,1,0,0,0,0,0,28,"28.3979° N, 76.9736° E",28.3979,76.9736
ats triumph,flat,sector 104,2.55,13076.0,4,4,3+,21.0,Relatively New,2472.51709819,0,1,0,0,0,0,150,"28.4788° N, 76.9960° E",28.4788,76.996
m3m skywalk,flat,sector 74,1.57,11000.0,2,2,3+,10.0,Relatively New,1300.0,0,0,0,0,1,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
godrej oasis,flat,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,1982.7573283300003,0,0,0,0,0,0,49,"28.4347° N, 76.9557° E",28.4347,76.9557
international city by sobha phase 2,house,sector 109,9.4,26111.0,5,6,3+,2.0,Relatively New,3600.0,1,1,1,0,0,1,147,"28.5073° N, 77.0089° E",28.5073,77.0089
corona optus,flat,sector 37c,1.22,6912.0,3,4,3,5.0,Relatively New,1665.0,0,0,0,0,0,0,149,"28.4515° N, 76.9882° E",28.4515,76.9882
apna enclave,flat,sector 3,0.5,7692.0,2,2,1,1.0,Old Property,836.8777020100001,0,0,0,0,0,1,37,"28.4909° N, 77.0176° E",28.4909,77.0176
bestech park view sanskruti,flat,sector 92,1.9,8172.0,4,4,3+,10.0,Relatively New,1920.0,1,1,0,0,1,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
la vida by tata housing,flat,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1127.19795521,0,0,0,0,0,0,60,"28.5287° N, 77.0233° E",28.5287,77.0233
rof ananda,flat,sector 95,0.46,6318.0,2,2,2,11.0,New Property,915.00585835,1,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
mapsko casa bella,flat,sector 82,0.86,8120.0,3,3,3,5.0,Moderately Old,1254.35180138,1,0,0,0,0,1,120,"28.3935° N, 76.9600° E",28.3935,76.96
vatika gurgaon,flat,sector 83,0.84,6746.0,2,2,2,7.0,Moderately Old,1099.42661017,0,0,0,0,0,1,157,"28.3986° N, 76.9647° E",28.3986,76.9647
dlf the ultima,flat,sector 81,2.28,10841.0,3,3,3+,14.0,Relatively New,1750.0,0,1,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 3,0.9,8928.0,3,1,0,1.0,Moderately Old,1008.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
central park resorts,flat,sector 48,3.65,15240.0,3,3,3+,9.0,Relatively New,2395.0,0,0,0,0,1,1,157,"28.4177° N, 77.0359° E",28.4177,77.0359
